record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00470,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Tractor,Diesel,PM10,0.39,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00471,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Tractor,Diesel,PM2.5,0.359,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00472,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Tractor,Diesel,VOCs,0.48,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00473,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Tractor,Diesel,NH3,0.03,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00474,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,CO,6.8,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00475,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,NOx,13.6,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00476,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,SOx,,5.42*S,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00477,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,TSP,1.36,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00478,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,PM10,1.36,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00479,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,PM2.5,1.251,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00480,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,VOCs,2.04,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00481,1.0.0,superseded_pending_capss_vii_diff,false,Agriculture,Agricultural machinery,Rice transplanter,Diesel,NH3,0.04,,,,g/kWh,rated power × load factor × operating hours,pre-2013 equipment schedule; CAPSS notes it applies these older factors broadly due data limitations,Korea,CAPSS inventory default,Domestic engine study with EEA/US EPA supplements,,,capss_handbook_vi_mirror,CAPSS VI Table 8-28,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent. Several equipment classes proxy power-tiller factors.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00482,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,CO,4.1,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00483,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,NOx,9.7,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00484,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,SOx,,5.38*S,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00485,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,PM10,0.48,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00486,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00487,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,VOCs,1.23,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00488,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 19<=P<37, before 2007",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00489,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,CO,4.1,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00490,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,NOx,9.7,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00491,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,SOx,,5.30*S,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00492,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,PM10,0.36,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00493,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00494,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,VOCs,1.23,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00495,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 37<=P<75, before 2007",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00496,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,CO,3.73,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00497,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,NOx,9.7,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00498,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,SOx,,5.20*S,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00499,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,PM10,0.36,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00500,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00501,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,VOCs,1.23,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00502,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 75<=P<130, before 2006",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00503,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,CO,3.73,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00504,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,NOx,9.7,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00505,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,SOx,,5.08*S,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00506,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,PM10,0.32,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00507,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00508,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,VOCs,1.23,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00509,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 1, 130<=P<560, before 2005",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 1,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00510,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,CO,1.81,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00511,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,NOx,5.23,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00512,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,SOx,,5.38*S,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00513,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,PM10,0.37,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00514,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00515,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,VOCs,0.4,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00516,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 19<=P<37, 2007+",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00517,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,CO,1.65,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00518,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,NOx,5.23,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
