"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_trn_aviation_freight_cruise_tsp","trn_aviation_freight_cruise","aviation","freight_cruise","freight_aircraft_cruise","TSP","kg aviation fuel","g TSP/kg aviation fuel","kg aviation fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_aviation_freight_cruise_vocs","trn_aviation_freight_cruise","aviation","freight_cruise","freight_aircraft_cruise","VOCs","kg aviation fuel","g VOCs/kg aviation fuel","kg aviation fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_aviation_freight_cruise_co","trn_aviation_freight_cruise","aviation","freight_cruise","freight_aircraft_cruise","CO","kg aviation fuel","g CO/kg aviation fuel","kg aviation fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_aviation_freight_cruise_bc","trn_aviation_freight_cruise","aviation","freight_cruise","freight_aircraft_cruise","BC","kg aviation fuel","g BC/kg aviation fuel","kg aviation fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_shipping_passenger_nox","trn_shipping_passenger","shipping","passenger","passenger_vessel","NOx","tonne marine fuel","kg NOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_sox","trn_shipping_passenger","shipping","passenger","passenger_vessel","SOx","tonne marine fuel","kg SOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_pm25","trn_shipping_passenger","shipping","passenger","passenger_vessel","PM2.5","tonne marine fuel","kg PM2.5/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_pm10","trn_shipping_passenger","shipping","passenger","passenger_vessel","PM10","tonne marine fuel","kg PM10/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_tsp","trn_shipping_passenger","shipping","passenger","passenger_vessel","TSP","tonne marine fuel","kg TSP/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_vocs","trn_shipping_passenger","shipping","passenger","passenger_vessel","VOCs","tonne marine fuel","kg VOCs/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_co","trn_shipping_passenger","shipping","passenger","passenger_vessel","CO","tonne marine fuel","kg CO/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_passenger_bc","trn_shipping_passenger","shipping","passenger","passenger_vessel","BC","tonne marine fuel","kg BC/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_nox","trn_shipping_freight","shipping","freight","freight_vessel","NOx","tonne marine fuel","kg NOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_sox","trn_shipping_freight","shipping","freight","freight_vessel","SOx","tonne marine fuel","kg SOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_pm25","trn_shipping_freight","shipping","freight","freight_vessel","PM2.5","tonne marine fuel","kg PM2.5/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_pm10","trn_shipping_freight","shipping","freight","freight_vessel","PM10","tonne marine fuel","kg PM10/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_tsp","trn_shipping_freight","shipping","freight","freight_vessel","TSP","tonne marine fuel","kg TSP/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_vocs","trn_shipping_freight","shipping","freight","freight_vessel","VOCs","tonne marine fuel","kg VOCs/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_co","trn_shipping_freight","shipping","freight","freight_vessel","CO","tonne marine fuel","kg CO/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_freight_bc","trn_shipping_freight","shipping","freight","freight_vessel","BC","tonne marine fuel","kg BC/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_nox","trn_shipping_fishing","shipping","fishing","fishing_vessel","NOx","tonne marine fuel","kg NOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_sox","trn_shipping_fishing","shipping","fishing","fishing_vessel","SOx","tonne marine fuel","kg SOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_pm25","trn_shipping_fishing","shipping","fishing","fishing_vessel","PM2.5","tonne marine fuel","kg PM2.5/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_pm10","trn_shipping_fishing","shipping","fishing","fishing_vessel","PM10","tonne marine fuel","kg PM10/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_tsp","trn_shipping_fishing","shipping","fishing","fishing_vessel","TSP","tonne marine fuel","kg TSP/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_vocs","trn_shipping_fishing","shipping","fishing","fishing_vessel","VOCs","tonne marine fuel","kg VOCs/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_co","trn_shipping_fishing","shipping","fishing","fishing_vessel","CO","tonne marine fuel","kg CO/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_shipping_fishing_bc","trn_shipping_fishing","shipping","fishing","fishing_vessel","BC","tonne marine fuel","kg BC/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Mode, engine, fuel-sulfur, and control shares create the annual effective factor."
"den_trn_nonroad_construction_nox","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","NOx","litre diesel","g NOx/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_sox","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","SOx","litre diesel","g SOx/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_pm25","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","PM2.5","litre diesel","g PM2.5/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_pm10","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","PM10","litre diesel","g PM10/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_tsp","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","TSP","litre diesel","g TSP/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_vocs","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","VOCs","litre diesel","g VOCs/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_nh3","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","NH3","litre diesel","g NH3/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_co","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","CO","litre diesel","g CO/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_construction_bc","trn_nonroad_construction","nonroad_machinery","construction","construction_machinery","BC","litre diesel","g BC/litre diesel","litre diesel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_nox","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_sox","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_pm25","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_pm10","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_tsp","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_vocs","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_co","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_trn_nonroad_port_cargo_bc","trn_nonroad_port_cargo","nonroad_machinery","port","port_cargo_handling_equipment","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_nox","bld_residential_space_heat","residential","space_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_sox","bld_residential_space_heat","residential","space_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_pm25","bld_residential_space_heat","residential","space_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_pm10","bld_residential_space_heat","residential","space_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_tsp","bld_residential_space_heat","residential","space_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_vocs","bld_residential_space_heat","residential","space_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_nh3","bld_residential_space_heat","residential","space_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_co","bld_residential_space_heat","residential","space_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_space_heat_bc","bld_residential_space_heat","residential","space_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_nox","bld_residential_water_heat","residential","water_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_sox","bld_residential_water_heat","residential","water_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_pm25","bld_residential_water_heat","residential","water_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_pm10","bld_residential_water_heat","residential","water_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_tsp","bld_residential_water_heat","residential","water_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_vocs","bld_residential_water_heat","residential","water_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_nh3","bld_residential_water_heat","residential","water_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_co","bld_residential_water_heat","residential","water_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_water_heat_bc","bld_residential_water_heat","residential","water_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_nox","bld_residential_cooking","residential","cooking","cooking_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_sox","bld_residential_cooking","residential","cooking","cooking_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_pm25","bld_residential_cooking","residential","cooking","cooking_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_pm10","bld_residential_cooking","residential","cooking","cooking_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_tsp","bld_residential_cooking","residential","cooking","cooking_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_vocs","bld_residential_cooking","residential","cooking","cooking_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_nh3","bld_residential_cooking","residential","cooking","cooking_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_co","bld_residential_cooking","residential","cooking","cooking_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_residential_cooking_bc","bld_residential_cooking","residential","cooking","cooking_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_nox","bld_commercial_space_heat","commercial","space_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_sox","bld_commercial_space_heat","commercial","space_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_pm25","bld_commercial_space_heat","commercial","space_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_pm10","bld_commercial_space_heat","commercial","space_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_tsp","bld_commercial_space_heat","commercial","space_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_vocs","bld_commercial_space_heat","commercial","space_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_nh3","bld_commercial_space_heat","commercial","space_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_co","bld_commercial_space_heat","commercial","space_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_space_heat_bc","bld_commercial_space_heat","commercial","space_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_nox","bld_commercial_water_heat","commercial","water_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_sox","bld_commercial_water_heat","commercial","water_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_pm25","bld_commercial_water_heat","commercial","water_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_pm10","bld_commercial_water_heat","commercial","water_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_tsp","bld_commercial_water_heat","commercial","water_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_vocs","bld_commercial_water_heat","commercial","water_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_nh3","bld_commercial_water_heat","commercial","water_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_co","bld_commercial_water_heat","commercial","water_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_water_heat_bc","bld_commercial_water_heat","commercial","water_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_nox","bld_commercial_cooking","commercial","cooking","cooking_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_sox","bld_commercial_cooking","commercial","cooking","cooking_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_pm25","bld_commercial_cooking","commercial","cooking","cooking_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_pm10","bld_commercial_cooking","commercial","cooking","cooking_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_tsp","bld_commercial_cooking","commercial","cooking","cooking_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_vocs","bld_commercial_cooking","commercial","cooking","cooking_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
